1229, 108, 2.03674, -0.153858, 0.323507
1822, 95, 2.03161, -0.318141, 0.325697
1831, 655, 2.10561, -0.381136, 0.187211
1244, 678, 2.12744, -0.137202, 0.186513
447, 102, 6.11269, 0.751628, 1.19714
917, 870, 3.47535, -0.0285091, 0.0606646
